TEXT,RESULT
"Kita (Malaysia) melahirkan rasa terkilan jika benar pihak Indonesia, mengikut laporan media, akan menghentikan penghantaran pembantu rumah ke negara kita disebabkan kes terpencil yang berlaku  berhubung penderaan terhadap pembantu rumah",Negative
Malah kita tahu bahawa kita mempunyai SOP (Prosedur Operasi Standard) yang tertentu yang harus dipatuhi para majikan dan kerajaan Malaysia tidak akan pernah melindungi mana-mana majikan yang melakukan penderaan atau kezaliman,Positive
Pendakwaan akan dilakukan dan pengadilan akan dibuat di Malaysia,Neutral
Indonesia perlu yakin negara ini merupakan sebuah negara yang berbeza dengan negara-negara lain,Positive
"Kita akan melihat semula perjanjian di antara majikan dan pekerja berkenaan, mana-mana peraturan yang masih mempunyai kelonggaran maka kita akan adakan kajian semula termasuk SOP keselamatan",Positive
"Ini merupakan perkembangan yang sangat positif memandangkan hanya 193,000 visa dikeluarkan bagi tempoh yang sama tahun lepas",Positive
"Terima kasih Perdana Menteri, Datuk Seri Najib Tun Razak dan Presiden Indonesia Jokowi Widodo",Positive
Hal ini kerana melibatkan perundangan dua negara yang berbeza dan mengambil masa untuk menyelesaikannya,Neutral
"Ini untuk memastikan industri kewangan mempunyai tenaga kerja yang kompeten dan profesional,",Positive
Institusi kewangan Malaysia harus menjadi standard emas untuk amalan tadbir urus yang baik,Positive
"Oleh kerana peranan penting mereka dalam sistem ekonomi, bank mempunyai tanggungjawab tambahan untuk mengekalkan kepercayaan dan keyakinan orang ramai",Positive
"Kita hadkan 5,000 (unit) saham setiap individu supaya masyarakat India ini dapat pembelaan sewajarnya",Positive
Cadangan memperkenalkan undang-undang menangani berita palsu bukan untuk menyekat kebebasan bersuara rakyat tetapi bertujuan mengekang penyebaran fitnah melampau yang boleh menimbulkan ketegangan kaum,Positive
"Kita tak pernah akan sekat kebebasan rakyat, yang banyak sekat kebebasan rakyat ini adalah zaman Tun Dr Mahathir  Mohamad…beliau wujudkan pelbagai akta termasuk ISA",Positive
"Tetapi zaman  Datuk Seri Najib, beliau telah buktikan kerajaan liberal dari segi kebebasan sebab itu kita hapuskan ISA dan pinda AUKU untuk beri kebebasan kepada pelajar",Positive
"Bagi saya senang sahaja, bagi orang yang tidak membuat cerita bohong atau berita palsu, mereka tidak perlu takut dengan undang-undang ini",Positive
Bersatulah kalau nak maju,Positive
"Kalau kita berpecah maka mundurlah Johor,",Negative
Ini membuktikan Tuanku mengiktiraf peranan dan sumbangan kaum Cina di Johor.,Positive
"Ini juga menunjukkan baginda menggalakkan pewarisan, pemahaman dan pengamalan budaya Cina di Johor.",Positive
Pelbagai dakwaan pembangkang terhadap pelaburan China di Malaysia yang dikatakan memberi kesan negatif terhadap negara hanya bertujuan mencetuskan kemarahan rakyat terhadap kerajaan,Negative
Ini jelas menunjukkan mereka tak konsisten dan ia (dakwaan negatif) sengaja dicetuskan semata-mata untuk membangkitkan kemarahan masyarakat,Negative
Persidangan antarabangsa itu adalah anjuran PBB dan PBB tidak membeza-bezakan anggotanya.,Neutral
Jadi diplomat itu hadir atas kapasiti dan kedudukannya sebagai negara anggota PBB,Neutral
Ini bermakna bukan Malaysia yang menjemput Israel atau menyediakan platform untuk mereka datang.,Positive
"Sebagai tuan rumah, Malaysia harus mematuhi syarat-syarat yang ditetapkan termasuk membenarkan kemasukan diplomat Israel",Positive
Kita menjemput Israel bukan atas kehendak kita.,Negative
Israel datang juga bukan kerana kerajaan Malaysia tetapi untuk menghadiri WUF.,Positive
"Kehadiran mereka, bukan langkah awal buat Malaysia membuka pintu kepada Israel,",Positive
Malaysia harus tegas dan bukan sekadar membuat kenyataan tetapi meneruskan usaha memberi kefahaman kepada negara lain tentang kekejaman dan kezaliman yang dilakukan Israel terhadap penduduk Palestin,Positive
"Kalau hendak lawan propaganda Israel, kita harus bersatu",Positive
Malaysia perlu memainkan peranan untuk menyampaikan kebenaran kepada masyarakat dunia tentang kezaliman dan kekejaman yang dilakukan Israel yang berterusan mahu menakluki wilayah Palestin,Positive
"Ramai tidak tahu Dutch Lady yang menjual pelbagai produk susu di sini merupakan syarikat milik koperasi peladang di Belanda, begitu juga beberapa lagi barangan keluaran syarikat antarabangsa dijual di sini",Neutral
Produk koperasi dapat menarik perhatian pengguna berikutan jenama perniagaan yang digunakan bagi semua keluaran produknya,Positive
Koperasi Orang Asli yang ada sekarang kebanyakannya tumpu sektor perladangan dan tidak kepada sektor pelancongan yang mampu beri keuntungan besar dengan modal sedikit,Positive
"Bagi sektor awam, ketua di setiap agensi, boleh membantu memastikan kakitangan mereka keluar mengundi lebih awal kerana mengundi sangat penting untuk memilih kepimpinan negara demi kesejahteraan rakyat,",Positive
Kehadiran diplomat Israel ini adalah satu tamparan ke atas umat Islam dan perdana menteri perlu tampil memberi penjelasan mengenai perkara ini,Neutral
Sikap double standard ini memperlihatkan kerajaan tidak serius membela nasib umat Islam di Palestin khasnya Baitulmaqdis yang telah diisytiharkan oleh Presiden Amerika sebagai ibu negara haram Israel,Negative
"Memang ceramah dia merujuk kepada sumber hukum tetapi tafsirannya berbeza, apatah lagi dia mempunyai pengikut yang ramai dan taksub",Negative
"Ini boleh mendorong berlakunya amalan yang salah dalam kalangan masyarakat,",Negative
"Apabila hadis palsu diberi tafsiran salah dan dicampur lawak jenaka, daya tarikannya jadi luar biasa, sekali gus merosakkan imej Islam dan memecah umat Islam",Negative
"Kalau nak dikatakan berjuang untuk baiki negara, mereka jugalah diantara yang pernah meruntuhkan negara satu masa dulu.",Negative
"Sama juga dengan isu pengacau, memang kita lawan Umno sejak dulu lagi",Positive
"Tetapi wujud pula parti kecik yang mahu bertanding di Kelantan, sedangkan parti tersebut tidak punyai ramai ahli",Negative
"Dasar  ini mudah sahaja, kalau daun warna hijau, tetapi kita cat biru. lama kelamaan akan jadi hijau jugak, sebab dasar itu berlainan,",Positive
"Saya terkejut dengan tuduhan itu, tak pernah terlintas di fikiran saya",Negative
"Sejak Harapan wujud, ketika itu saya masih ahli Pas dan setelah tinggalkan Pas sehingga hari ini saya terus berkempen di seluruh negeri untuk Harapan",Positive
Kami semua bersatu hati,Positive
Saya tidak akan khianati rakyat yang mengharapkan berlaku peralihan kuasa politik BN kepada Harapan pada PRU14,Positive
Isu calon bukan perkara pertama,Neutral
"Keutamaan saya hingga kini tidak berganjak iaitu mahu  pastikan berlaku peralihan kuasa, bukannya jadi calon.",Positive
"Rakyat pun faham, antara petanda hampirnya pilihan raya adalah janji-janji pemimpin kerajaan yang manis dan indah-indah belaka",Neutral
"Ini termasuk peruntukan RM1.315 bilion untuk lima projek baharu bawah Rancangan Malaysia Ke-11 (RMK11) di Langkawi,",Positive
"Antara janji yang dinantikan rakyat Kedah adalah maklum balas tawaran peluang pekerjaan oleh BN dalam manifesto mereka apabila projek Bandaraya Getah dilaksana, agihan bantuan skim khairat kepada waris si mati serta pembinaan Lapangan Terbang Antarabangsa Kulim",Positive
"Sekarang, kita bukan sahaja dapat anjur program komuniti malah menganjurkan ceramah politik",Positive
"Antara penyumbang kepada faktor ini adalah, kesedaran penduduk terhadap kegagalan kerajaan Pas mentadbir Kelanta",Positive
Mat Bashah dah boleh bersedia ‘pack’ barang-barang dia untuk kita Bersatu ambil alih Kedah,Negative
Semua tahu yang nak jual tanah dan aset negara ialah pimpinan sekarang bukannya Tun Mahathir,Negative
Macam mana mereka boleh terlupa dan terlepas pandang?,Negative
"Sedangkan kerajaan sekarang yang menjual aset negara seperti tanah, stesen jana kuasa eletrik, Proton dan meletakkan kedaulatan negara di ambang terumbang ambing",Negative
Orang Melayu tak seperti orang Pakistan dan Arab dia tak tunjuk kecenderungan.,Positive
Kita berjalan dan jumpa orang kita tahu apa dalam fikiran mereka.,Positive
"Tidak wujud pecah undi Melayu untungkan siapa, tak ada konsep itu.",Positive
"Semua orang Melayu undi sama setiap individu. Ada hak untuk undi sesiapa saja,",Positive
"Tidak wujud situasi apabila tiga atau empat parti politik Melayu bertanding dan cuma satu parti Cina dan menyebabkan parti Cina menang, tidak jadi begitu",Positive
Bagaimanapun keputusan undi bergantung kepada perubahan sikap pengundi dan kesedaran mereka juga,Neutral
"Misalnya hasil kerja tangan BN telah mengakibatkan pembaziran wang negara, kecurian, rasuah, kenaikan kos sara hidup akibat GST dan kejatuhan nilai mata wang",Negative
"Sebab itu kami (Pas) tawarkan dengan undi Pas, Islam selamat, Melayu selamat, Cina selamat, India pun selamat, semua untung dan dijamin kesejahteraannya",Positive
"Ada beberapa teori yang muncul, ada pendapat mendakwa BN akan menang sebab pembangkang tidak bersatu",Positive
Bagaimana pula peluang Pas dengan undi Melayu?,Neutral
Adakah Pas berpeluang mendapat undi Melayu di kawasan mereka bertanding?,Neutral
"Jadi undi Melayu yang dikatakan akan berpecah tersebut, saya rasa akan berpihak kepada parti sama ada BN, Pas atau DAP. ",Neutral
Maknanya Harapan mungkin selesa di kawasan bandar majoriti bukan Melayu tetapi akan melalui jalan sukar di kawasan bandar majoriti Melayu.,Neutral
Kawasan bandar yang majoriti Melayu pula Pas mungkin ada peluang.,Positive
Jadi jika kita bahagikan kawasan bandar dan luar bandar yang ada majoriti Melayu kita akan dapat keputusan berlainan,Neutral
"Menurut tinjauan Institut Darul Ehsan (IDE), dalam konteks ini, BN mendapat peratusan yang lebih tinggi",Positive
"Dalam kes ini, saya yakin, jumlah yang bakal mengundi Harapan adalah lebih besar.",Positive
Hal ini kerana ada kemungkinan besar penyokong Pas akan mengundi Harapan.,Positive
"Justeru, Harapan perlu mendapat undi Melayu yang signifikan jumlahnya",Neutral
"Apabila dicampur undi Melayu dan undi bukan Melayu, maka, kelihatannya Harapan mempunyai kelebihan",Positive
"Zaman saya dulu sekolah beratapkan daun nipah, lantai tanah, dinding buluh atau kayu dan bangku kayu panjang.",Negative
"Tetapi kerana kita kuat, sekolah sekarang jauh lebih selesa malah di kebanyakan tempat bilangan sekolah lebih banyak menyebabkan kekurangan pelajar",Positive
"Harapan pusat akan mengambil alih urusan agihan ini jika Kelantan tidak mampu tetapi setakat ini kita berjaya dan berusaha menyelesaikan bakinya,",Positive
Mereka perlukan idea baru yang lebih segar dan baru.,Positive
"Mereka-mereka mahukan pemimpin dibawah usia 40 tahun bagi bertindak relevan dengan keadaan politik semasa, termasuklah muka baru yang boleh tampil dengan idea yang lebih bernas dan cergas",Positive
"Hari ini mereka mula terasa bahang tersebut, Pas mula ditolak kerana rakyat telah ada alternatif baharu. ",Positive
Sepatutnya Pas kekal bersama parti-parti pembangkang menjalinkan hubungan yang semakin erat dan menyelesaikan segala permasalahan yang timbul.,Neutral
Sepatutnya berbuat begitu  demi untuk menawarkan sesuatu yang lebih baik kepada rakyat.,Positive
"Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir",Negative
"Jika sebelum ini kita selesa bergerak dalam ‘gear’ satu dan dua, tapi menjelang 60 hari PRU14, saya harap jentera Pas beralih kepada ‘gear’ empat dan ‘lima’.",Positive
"Maksimumkan pergerakan dan kalau sebelum ini kita buat program seminggu sekali, tapi sekarang kena berubah, buat program setiap hari bersama rakyat",Positive
Kami antara ahli ingin meluahkan rasa kurang senang atas beberapa isu terpendam selepas persidangan parti akhir tahun lalu.,Negative
Soalan kami amat mudah untuk dijawab jika kita berada dalam kedudukan jujur serta baik. ,Positive
"Saman sahaja pihak yang tuduh Presiden Bersatu, Tan Sri Muhyiddin Yassin ada skandal dengan isteri orang",Positive
Tujuan kami menyertai parti ini kerana kami merasakan parti ini mempunyai kepimpinan yang jujur serta amanah,Positive
Pemuda hanya mahukan jawapan kepada dua persoalan yang dikemukan.,Neutral
"Jika mahu dilihat jujur, kita wajib berlaku jujur",Positive
"Sudah, cukuplah... jangan pandai-pandai membuat komen mengenai Taman Ilmu yang dibangunkan untuk pendidikan masa depan rakyat Terengganu.",Positive
Adakah Pas tahu yang kami sedang berusaha untuk memastikan fungsi Taman Ilmu selaras dengan usaha kerajaan negeri menjadikan Terengganu sebagai pusat pendidikan?,Neutral
"Calon boleh menang dengan syarat tidak ada ‘peteh keting’, tidak ada musuh dalam selimut dan tidak ada gunting dalam lipatan.",Positive
Siapa sahaja calon yang membawa bendera BN wajib kita sokong.,Positive
"Sudah sampai masanya kita lupakan persengketaan, perbalahan dan permasalahan antara kita serta perlu berjiwa besar",Positive
"Kalau sudah takdir dia jadi calon, terimalah dan beri sokongan padu kepada pemimpin Umno dan BN",Positive
Jadi selepas raya Cina kita akan sambut raya haji namun sebelum itu kita juga akan sambut raya puasa,Neutral
"Tapi ada raya sebelum raya puasa dan raya itu dah nak dekat,",Positive
Apabila fitrah disatukan kita biarkan perang datang dan pergi jika pemimpin terbaik dipilih untuk diberi sokongan,Positive
Sentimen Mahathir di Langkawi masih kuat.,Negative
"Mahathir yang membangunkan Langkawi, daripada sebuah kampung nelayan menjadi destinasi pelancongan terkenal di dunia.",Positive
"Jadi tidak dinafikan Mahathir masih mempunyai hubungan peribadi yang rapat dan kuat dengan penduduk di Kedah, terutama di Kubang Pasu, apatah lagi di Langkawi,",Positive
"Bagaimanapun, peruntukkan itu amat diperlukan dan projek pembangunan bukan sahaja berlaku pada zaman Mahahtir, kerana Najib juga memainkan peranan menaikkan Langkawi",Positive
Apa tujuan badan korporat memberikan wang kepada parti politik?,Neutral
"Jika berlaku demikian maka ia adalah rasuah, atau disebut dengan istilah ‘kick back’. ",Negative
ebab itulah negara demokrasi sebenar menetapkan peraturan ketat berkaitan sumbangan badan korporat kepada parti politik,Positive
Terdapat juga larangan sumbangan daripada syarikat atau badan korporat yang mendapat projek kerajaan,Neutral
Perbelanjaan parti politik juga dikawal ketat oleh badan pengendali pilihan raya,Neutral
Tiada syarat untuk isytihar penerimaan dan pemberian dana politik.,Neutral
Parti pemerintah boleh menerima dana daripada syarikat yang menerima projek kerajaan.,Negative
SPR (Suruhanjaya Pilihan Raya) pula tiada kuasa mengawal pendapatan dan perbelanjaan parti politik.,Negative
Had perbelanjaan calon pilihan raya langsung tidak mampu mengawal perbelanjaan parti politik.,Negative
"Ringkasnya kawalan ke atas dana parti politik di Malaysia terlalu longgar, atau sebenarnya, langsung tiada,",Negative
Apakah yang dapat menjamin parti-parti politik Malaysia tidak terlibat dalam penyelewengan dana politik?,Neutral
Apa jaminan wang rakyat selamat dari rasuah politik?,Neutral
Agaknya bila soalan-soalan ini dapat dijawab dengan sejujurnya,Neutral
"Satu kata sepakat sudah dicapai antara kami berhubung agihan 36 kerusi Dun di Kedah, saya andaikan semua pihak pastinya ada wujud rasa kurang puas hati, atau mungkin berpuas hati dengan apa yang dimuktamadkan,",Positive
"Sebelum ini, Pengerusi Harapan, Tun Dr Mahathir Mohamad nyatakan jika ada pihak berasa tidak puas hati, bermakna berjaya lah rundingan tu",Positive
"Kelebihan ini wajar dimanfaatkan bagi menumbangkan BN, kerana kesepakatan itu tidak ada dalam parti lawan",Positive
Jangan sembang pasal calon MB jika belum menang,Neutral
"Soal (pemilihan) calon itu bukanlah hak kita, soal calon adalah hak muktamad Presiden Umno atau Pengerusi BN.",Neutral
Ini bukan lagi  masa kita untuk melobi menjadi calon... era itu sudah berubah. ,Positive
Kita kena serahkan bulat-bulat kepada pucuk pimpinan parti untuk menentukan siapa calon yang akan dipertandingkan,Positive
Kenapa mereka yang bukan lagi ahli Bersatu menyibuk tentang urusan parti ini?,Negative
"Kalau bekas (ahli Bersatu), kenapa masih menyibuk?",Neutral
"Kalau masih ada masalah dengan Bersatu, datang bertemu dengan kita dan bukan gunakan cara berhimpun nak mendesak ROS batalkan kami",Positive
"Saya nak tanya, mereka ini nak lumpuhkan Bersatu bagi manfaat pihak mana dan siapa yang untung dalam hal ini?",Negative
"Kalau kita perhatikan juga, sebelum ini mereka gunakan skrip yang sama untuk hentam Bersatu bila mereka keluar dari parti. ",Negative
